Order_Id,Quantity,Item_Name,Item_Price,Choice_Description_1,Choice_Description_2,Choice_Description_3,Choice_Description_4,Choice_Description_5,Choice_Description_6,Choice_Description_7,Choice_Description_8,Choice_Description_9,Choice_Description_10,Item_price,Encoded_Item
996,1,Chicken Crispy Tacos,10.05,Tomatillo Red Chili Salsa, Fajita Vegetables, Black Beans, Cheese, Guacamole, Lettuce,,,,,10.05,19
996,1,Steak Burrito,10.46,Tomatillo Red Chili Salsa, Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce,,10.46,39
996,1,Chicken Soft Tacos,9.66,Roasted Chili Corn Salsa, Black Beans, Cheese, Guacamole, Lettuce,,,,,,9.66,22
997,2,Chicken Bowl,20.27,Roasted Chili Corn Salsa, Rice, Black Beans, Cheese, Guacamole,,,,,,20.27,17
998,1,Chicken Bowl,10.13,TomatilloRed Chili Salsa Hot, Rice, Cheese, Sour Cream, Lettuce,,,,,,10.13,17
998,1,Chips and Fresh Tomato Salsa,3.29,None,,,,,,,,,,3.29,24
999,2,Canned Soft Drink,2.94,Sprite,,,,,,,,,,2.94,10
999,1,Chicken Soft Tacos,9.66,Tomatillo Green Chili Salsa, Rice, Fajita Vegetables, Cheese, Lettuce,,,,,,9.66,22
999,1,Chicken Crispy Tacos,10.05,Tomatillo Red Chili Salsa, Rice, Fajita Vegetables, Cheese, Lettuce,,,,,,10.05,19
999,1,Steak Burrito,10.46,Fresh Tomato Salsa, Rice, Fajita Vegetables, Cheese, Lettuce,,,,,,10.46,39
1000,1,Barbacoa Bowl,10.22,Roasted Chili Corn Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce,,,,,10.22,1
1000,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Black Beans, Cheese, Guacamole, Lettuce,,,,,,10.13,17
1001,1,Steak Burrito,10.46,Fresh Tomato Salsa Mild, Pinto Beans, Rice, Cheese, Sour Cream,,,,,,10.46,39
1001,1,Canned Soda,1.33,Coca Cola,,,,,,,,,,1.33,9
1002,1,Barbacoa Burrito,9.85,TomatilloGreen Chili Salsa Medium, TomatilloRed Chili Salsa Hot, Rice, Cheese, Sour Cream, Lettuce,,,,,9.85,2
1002,1,Side of Chips,1.84,None,,,,,,,,,,1.84,37
1003,1,Carnitas Burrito,10.13,Tomatillo Red Chili Salsa, Black Beans, Cheese, Sour Cream, Guacamole,,,,,,10.13,12
1003,1,Canned Soft Drink,1.47,Diet Coke,,,,,,,,,,1.47,10
1004,2,Chicken Bowl,20.27,TomatilloRed Chili Salsa Hot, Rice, Fajita Veggies, Pinto Beans, Sour Cream, Cheese, Guacamole,,,,20.27,17
1005,1,Chicken Burrito,10.1,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Lettuce,,,,,,10.1,18
1005,1,Chips,2.35,None,,,,,,,,,,2.35,23
1005,1,Canned Soft Drink,1.47,Coke,,,,,,,,,,1.47,10
1006,1,Chicken Soft Tacos,9.66,Fresh Tomato Salsa, Sour Cream, Lettuce,,,,,,,,9.66,22
1006,1,Veggie Bowl,10.21,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Guacamole, Lettuce,,,,,10.21,44
1006,1,Steak Bowl,10.73,Fresh Tomato Salsa, Rice, Cheese, Sour Cream, Lettuce,,,,,,10.73,38
1006,1,Chicken Burrito,10.1,Fresh Tomato Salsa, Rice, Cheese, Sour Cream, Guacamole, Lettuce,,,,,10.1,18
1006,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce,,,,10.13,17
1006,1,Chicken Burrito,10.1,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream,,,,,,10.1,18
1006,1,Chicken Burrito,10.1,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Guacamole,,,,,,10.1,18
1006,1,Chips,2.35,None,,,,,,,,,,2.35,23
1007,1,Carnitas Bowl,10.83,Fresh Tomato Salsa Mild, TomatilloGreen Chili Salsa Medium, Roasted Chili Corn Salsa Medium, Black Beans, Rice, Cheese,,,,,10.83,11
1007,1,Canned Soda,1.33,Diet Dr Pepper,,,,,,,,,,1.33,9
1007,1,Side of Chips,1.84,None,,,,,,,,,,1.84,37
1008,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Fajita Vegetables, Rice,,,,,,,,10.13,17
1008,1,Chips,2.35,None,,,,,,,,,,2.35,23
1008,1,Canned Soft Drink,1.47,Sprite,,,,,,,,,,1.47,10
1009,1,Chicken Bowl,10.13,TomatilloRed Chili Salsa Hot, Black Beans, Rice, Cheese, Lettuce,,,,,,10.13,17
1009,1,Canned Soda,1.33,Diet Coke,,,,,,,,,,1.33,9
1009,1,Bottled Water,1.84,None,,,,,,,,,,1.84,6
1009,1,Side of Chips,1.84,None,,,,,,,,,,1.84,37
1010,1,Carnitas Bowl,10.83,TomatilloRed Chili Salsa Hot, Fresh Tomato Salsa Mild, Rice, Pinto Beans, Cheese, Guacamole,,,,,10.83,11
1010,1,Chicken Bowl,10.13,TomatilloRed Chili Salsa Hot, Rice, Black Beans, Cheese, Lettuce,,,,,,10.13,17
1010,1,Chicken Crispy Tacos,10.05,Fresh Tomato Salsa Mild, Rice, Cheese, Lettuce,,,,,,,10.05,19
1010,2,Chips and TomatilloRed Chili Salsa,6.11,None,,,,,,,,,,6.11,32
1011,1,Carnitas Soft Tacos,9.4,Roasted Chili Corn Salsa, Lettuce, Sour Cream, Cheese, Rice,,,,,,9.4,16
1012,1,Chicken Bowl,10.13,Tomatillo Red Chili Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,,,10.13,17
1012,1,Chicken Crispy Tacos,10.05,Tomatillo Red Chili Salsa, Fajita Vegetables, Black Beans, Cheese, Guacamole, Lettuce,,,,,10.05,19
1013,1,Carnitas Bowl,10.83,Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce,,,10.83,11
1013,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,,,10.13,17
1014,1,Steak Burrito,10.46,Fresh Tomato Salsa Mild, Cheese, Rice, Pinto Beans, Sour Cream,,,,,,10.46,39
1014,1,Canned Soda,1.33,Coca Cola,,,,,,,,,,1.33,9
1015,1,Chicken Salad Bowl,11.17,Roasted Chili Corn Salsa, Cheese, Guacamole, Lettuce,,,,,,,11.17,21
1015,1,Chips,2.35,None,,,,,,,,,,2.35,23
1016,1,Veggie Bowl,10.21,Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Black Beans, Pinto Beans, Sour Cream, Guacamole, Lettuce,,,10.21,44
1016,1,Steak Bowl,10.73,Fresh Tomato Salsa, Rice, Pinto Beans, Cheese,,,,,,,10.73,38
1016,1,Carnitas Bowl,10.83,Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce,,10.83,11
1017,1,Veggie Bowl,10.21,Tomatillo Red Chili Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole,,,,10.21,44
1017,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Fajita Vegetables, Rice, Sour Cream, Guacamole,,,,,,10.13,17
1018,1,Steak Bowl,10.73,Roasted Chili Corn Salsa, Rice, Cheese, Sour Cream,,,,,,,10.73,38
1018,1,Chips and Fresh Tomato Salsa,3.29,None,,,,,,,,,,3.29,24
1019,1,Chicken Burrito,10.1,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,,,,10.1,18
1019,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1020,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Rice, Black Beans, Cheese,,,,,,,10.13,17
1021,1,Chicken Bowl,10.13,Tomatillo Red Chili Salsa, Rice, Fajita Vegetables, Black Beans, Cheese, Lettuce, Guacamole,,,,10.13,17
1021,1,Bottled Water,1.84,None,,,,,,,,,,1.84,6
1022,1,Chicken Burrito,10.1,TomatilloGreen Chili Salsa Medium, Rice, Cheese, Sour Cream, Guacamole,,,,,,10.1,18
1023,2,Chicken Bowl,20.27,Roasted Chili Corn Salsa Medium, Fresh Tomato Salsa Mild, Rice, Fajita Veggies,,,,,,,20.27,17
1024,2,Carnitas Burrito,20.27,Tomatillo Red Chili Salsa, Rice, Pinto Beans, Cheese, Sour Cream,,,,,,20.27,12
1025,1,Chicken Bowl,10.13,TomatilloGreen Chili Salsa Medium, Roasted Chili Corn Salsa Medium, Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole,,,10.13,17
1025,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1025,1,Canned Soda,1.33,Mountain Dew,,,,,,,,,,1.33,9
1026,1,Barbacoa Burrito,9.85,Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese, Sour Cream,,,,,,9.85,2
1026,1,Carnitas Burrito,10.13,Tomatillo Red Chili Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce,,,,10.13,12
1026,1,Chicken Burrito,10.1,Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Lettuce,,,,,10.1,18
1026,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1027,2,Chicken Burrito,20.2,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce,,,,,20.2,18
1028,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Rice, Cheese, Sour Cream, Lettuce,,,,,,10.13,17
1028,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1029,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream,,,,,,10.13,17
1029,1,Canned Soft Drink,1.47,Diet Coke,,,,,,,,,,1.47,10
1029,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1030,1,Steak Burrito,10.46,Roasted Chili Corn Salsa, Rice, Cheese,,,,,,,,10.46,39
1030,1,Chicken Burrito,10.1,Tomatillo Green Chili Salsa, Rice, Black Beans, Cheese, Sour Cream,,,,,,10.1,18
1030,1,Chicken Bowl,10.13,Tomatillo Red Chili Salsa, Fajita Vegetables,,,,,,,,,10.13,17
1031,2,Chicken Burrito,20.2,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream,,,,,,20.2,18
1031,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1032,1,Steak Salad Bowl,11.85,Fresh Tomato Salsa, Fajita Vegetables, Lettuce,,,,,,,,11.85,42
1032,1,Canned Soft Drink,1.47,Diet Coke,,,,,,,,,,1.47,10
1032,1,Chips and Roasted Chili Corn Salsa,3.08,None,,,,,,,,,,3.08,27
1033,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Fajita Vegetables, Rice, Guacamole, Lettuce,,,,,,10.13,17
1033,1,Chicken Crispy Tacos,10.05,Fresh Tomato Salsa, Fajita Vegetables, Lettuce,,,,,,,,10.05,19
1033,1,Veggie Burrito,9.84,Fresh Tomato Salsa, Fajita Vegetables, Rice, Pinto Beans, Cheese, Lettuce,,,,,9.84,45
1034,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Sour Cream, Fajita Vegetables, Rice, Guacamole, Cheese,,,,,10.13,17
1034,1,Chips,2.35,None,,,,,,,,,,2.35,23
1035,2,Chips and Guacamole,9.2,None,,,,,,,,,,9.2,25
1035,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,,,10.13,17
1035,1,Carnitas Salad Bowl,11.06,Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,,,11.06,15
1036,1,Chicken Bowl,10.13,Fresh Tomato Salsa Mild, Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce,,,10.13,17
1037,1,Chicken Burrito,10.1,Fresh Tomato Salsa, Rice, Pinto Beans, Cheese, Guacamole, Lettuce,,,,,10.1,18
1037,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1038,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Rice, Black Beans, Sour Cream, Guacamole, Lettuce,,,,,10.13,17
1038,1,Chicken Salad Bowl,11.17,Fresh Tomato Salsa, Rice, Cheese, Sour Cream, Guacamole,,,,,,11.17,21
1039,1,Chicken Bowl,10.13,Fresh Tomato Salsa Mild, Rice, Fajita Veggies, Cheese, Lettuce,,,,,,10.13,17
1039,1,Chicken Burrito,10.1,TomatilloRed Chili Salsa Hot, Rice, Black Beans, Fajita Veggies, Guacamole,,,,,,10.1,18
1040,1,Chicken Burrito,10.1,Fresh Tomato Salsa Mild, Rice, Fajita Veggies, Lettuce,,,,,,,10.1,18
1040,1,Izze,3.39,Clementine,,,,,,,,,,3.39,34
1041,1,Barbacoa Bowl,10.22,Fresh Tomato Salsa, Rice, Black Beans, Sour Cream, Lettuce,,,,,,10.22,1
1041,1,Chicken Bowl,10.13,Tomatillo Red Chili Salsa, Rice,,,,,,,,,10.13,17
1041,1,Chips and Tomatillo Red Chili Salsa,3.08,None,,,,,,,,,,3.08,30
1042,2,Bottled Water,3.67,None,,,,,,,,,,3.67,6
1042,1,Steak Salad Bowl,11.85,Fresh Tomato Salsa, Black Beans, Sour Cream, Cheese, Lettuce,,,,,,11.85,42
1043,1,Steak Burrito,10.46,Fresh Tomato Salsa, Rice, Fajita Vegetables, Pinto Beans, Cheese, Guacamole,,,,,10.46,39
1043,1,Chips and Fresh Tomato Salsa,3.29,None,,,,,,,,,,3.29,24
1044,1,Bottled Water,1.84,None,,,,,,,,,,1.84,6
1044,1,Chicken Bowl,10.13,Roasted Chili Corn Salsa, Rice, Black Beans, Sour Cream, Cheese, Guacamole,,,,,10.13,17
1044,1,Steak Crispy Tacos,10.21,Fresh Tomato Salsa, Sour Cream, Cheese, Lettuce, Guacamole,,,,,,10.21,40
1045,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Rice, Cheese, Lettuce,,,,,,,10.13,17
1045,1,Chips,2.35,None,,,,,,,,,,2.35,23
1045,1,Bottled Water,1.84,None,,,,,,,,,,1.84,6
1046,1,Chicken Burrito,10.1,Fresh Tomato Salsa Mild, Rice, Fajita Veggies, Lettuce,,,,,,,10.1,18
1046,1,Izze,3.39,Clementine,,,,,,,,,,3.39,34
1047,1,Steak Bowl,10.73,Fresh Tomato Salsa, Rice, Cheese, Sour Cream, Guacamole,,,,,,10.73,38
1047,1,Canned Soft Drink,1.47,Diet Coke,,,,,,,,,,1.47,10
1048,2,Chicken Burrito,20.2,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce,,,,,20.2,18
1049,1,Veggie Burrito,9.84,Fresh Tomato Salsa, Cheese, Sour Cream, Guacamole,,,,,,,9.84,45
1049,1,Canned Soft Drink,1.47,Nestea,,,,,,,,,,1.47,10
1050,1,Chicken Burrito,10.1,Tomatillo Green Chili Salsa, Rice, Pinto Beans, Cheese, Lettuce,,,,,,10.1,18
1050,1,Chips and Tomatillo Green Chili Salsa,3.09,None,,,,,,,,,,3.09,29
1050,1,Canned Soft Drink,1.47,Lemonade,,,,,,,,,,1.47,10
1051,1,Chicken Burrito,10.1,Tomatillo Red Chili Salsa, Rice, Pinto Beans, Sour Cream, Guacamole, Lettuce,,,,,10.1,18
1051,1,Steak Bowl,10.73,Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole,,,,10.73,38
1051,3,Chips and Guacamole,13.79,None,,,,,,,,,,13.79,25
1051,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole, Lettuce,,,,10.13,17
1051,1,Carnitas Bowl,10.83,Tomatillo Green Chili Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,,,10.83,11
1052,1,Chicken Burrito,10.1,Fresh Tomato Salsa, Rice, Cheese, Sour Cream, Guacamole,,,,,,10.1,18
1052,1,Chicken Burrito,10.1,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Guacamole, Lettuce,,,,,10.1,18
1052,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1052,1,Chicken Crispy Tacos,10.05,Fresh Tomato Salsa, Fajita Vegetables, Cheese, Sour Cream, Guacamole,,,,,,10.05,19
1053,1,Chicken Burrito,10.1,TomatilloRed Chili Salsa Hot, Black Beans, Rice, Cheese, Sour Cream, Lettuce,,,,,10.1,18
1053,1,Nantucket Nectar,3.64,Pineapple Orange Banana,,,,,,,,,,3.64,35
1054,1,Steak Soft Tacos,9.75,Fresh Tomato Salsa, Cheese, Lettuce,,,,,,,,9.75,43
1054,1,Chips and Tomatillo Green Chili Salsa,3.09,None,,,,,,,,,,3.09,29
1055,2,Chips and TomatilloGreen Chili Salsa,5.09,None,,,,,,,,,,5.09,31
1055,1,Chips and Fresh Tomato Salsa,3.29,None,,,,,,,,,,3.29,24
1055,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1056,1,Steak Burrito,10.46,Roasted Chili Corn Salsa Medium, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce,,,,,10.46,39
1056,1,Barbacoa Burrito,9.85,Roasted Chili Corn Salsa Medium, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce,,,,,9.85,2
1057,1,Chicken Bowl,10.13,Tomatillo Red Chili Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Lettuce,,,,,10.13,17
1058,1,Chicken Bowl,10.13,Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,,,,10.13,17
1058,1,Chips and Tomatillo Red Chili Salsa,3.08,None,,,,,,,,,,3.08,30
1058,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1059,1,Barbacoa Bowl,10.22,Tomatillo Red Chili Salsa, Rice, Cheese, Lettuce,,,,,,,10.22,1
1059,1,Chicken Crispy Tacos,10.05,Tomatillo Red Chili Salsa, Rice, Cheese,,,,,,,,10.05,19
1059,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1060,1,Chicken Burrito,10.1,TomatilloGreen Chili Salsa Medium, Rice, Fajita Veggies, Lettuce,,,,,,,10.1,18
1060,1,Chicken Soft Tacos,9.66,Fresh Tomato Salsa Mild, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce,,,,,9.66,22
1061,1,Chicken Bowl,10.13,Fresh Tomato Salsa Mild, Rice, Black Beans, Sour Cream, Guacamole,,,,,,10.13,17
1062,1,Veggie Bowl,10.21,Fresh Tomato Salsa Mild, Pinto Beans, Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce,,10.21,44
1062,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1063,1,Steak Burrito,10.46,Tomatillo Green Chili Salsa, Rice, Sour Cream, Guacamole, Lettuce,,,,,,10.46,39
1063,1,Chicken Burrito,10.1,Tomatillo Green Chili Salsa, Rice, Black Beans, Cheese,,,,,,,10.1,18
1064,1,Steak Bowl,10.73,Fresh Tomato Salsa, Rice, Black Beans, Guacamole, Lettuce,,,,,,10.73,38
1064,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1064,1,Bottled Water,1.84,None,,,,,,,,,,1.84,6
1064,1,Canned Soft Drink,1.47,Sprite,,,,,,,,,,1.47,10
1065,1,Chicken Burrito,10.1,TomatilloGreen Chili Salsa Medium, Black Beans, Rice, Cheese, Lettuce,,,,,,10.1,18
1065,1,Chicken Burrito,10.1,Fresh Tomato Salsa Mild, Black Beans, Rice, Cheese, Sour Cream, Lettuce,,,,,10.1,18
1066,1,Veggie Salad Bowl,10.14,Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Black Beans, Lettuce,,,,,,10.14,48
1066,1,Chicken Bowl,10.13,Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Lettuce,,,,10.13,17
1067,1,Veggie Burrito,9.84,Fresh Tomato Salsa, Rice, Pinto Beans, Cheese,,,,,,,9.84,45
1067,1,Carnitas Burrito,10.13,Fresh Tomato Salsa, Cheese, Lettuce,,,,,,,,10.13,12
1068,1,Chicken Burrito,10.1,Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Cheese,,,,,,10.1,18
1068,1,Chips and Fresh Tomato Salsa,3.29,None,,,,,,,,,,3.29,24
1068,1,Canned Soft Drink,1.47,Diet Coke,,,,,,,,,,1.47,10
1069,1,Chicken Burrito,10.1,Fresh Tomato Salsa, Rice, Sour Cream, Guacamole,,,,,,,10.1,18
1069,1,Bottled Water,1.84,None,,,,,,,,,,1.84,6
1070,1,Chicken Burrito,10.1,Fresh Tomato Salsa, Sour Cream, Cheese, Guacamole, Rice,,,,,,10.1,18
1070,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1070,1,Steak Burrito,10.46,Roasted Chili Corn Salsa, Rice, Pinto Beans, Sour Cream, Cheese, Lettuce,,,,,10.46,39
1070,1,Chicken Soft Tacos,9.66,Fresh Tomato Salsa, Rice, Fajita Vegetables, Cheese,,,,,,,9.66,22
1071,1,Chicken Burrito,10.1,Fresh Tomato Salsa, Rice, Black Beans, Cheese,,,,,,,10.1,18
1071,1,Carnitas Burrito,10.13,Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce,,,,10.13,12
1071,1,Chicken Burrito,10.1,Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce,,,,10.1,18
1071,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1071,1,Bottled Water,1.84,None,,,,,,,,,,1.84,6
1072,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Fajita Vegetables, Rice, Lettuce,,,,,,,10.13,17
1072,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Fajita Vegetables, Rice, Sour Cream, Lettuce,,,,,,10.13,17
1073,1,Chicken Burrito,10.1,Fresh Tomato Salsa Mild, Black Beans, Rice, Cheese, Sour Cream, Lettuce,,,,,10.1,18
1073,1,Side of Chips,1.84,None,,,,,,,,,,1.84,37
1074,1,Chicken Bowl,10.13,Tomatillo Green Chili Salsa, Rice, Pinto Beans, Sour Cream, Lettuce,,,,,,10.13,17
1074,1,Barbacoa Burrito,9.85,Tomatillo Red Chili Salsa, Rice, Cheese, Lettuce,,,,,,,9.85,2
1075,1,Bottled Water,1.84,None,,,,,,,,,,1.84,6
1075,1,Chicken Bowl,10.13,Tomatillo Red Chili Salsa, Rice, Black Beans, Sour Cream, Cheese, Lettuce, Guacamole,,,,10.13,17
1076,1,Steak Bowl,10.73,Roasted Chili Corn Salsa, Rice, Pinto Beans, Sour Cream, Cheese, Guacamole,,,,,10.73,38
1076,1,Chips,2.35,None,,,,,,,,,,2.35,23
1076,1,6 Pack Soft Drink,6.61,Coke,,,,,,,,,,6.61,0
1077,1,Steak Burrito,10.46,Roasted Chili Corn Salsa, Cheese, Black Beans, Lettuce,,,,,,,10.46,39
1077,1,Carnitas Soft Tacos,9.4,Roasted Chili Corn Salsa, Cheese, Lettuce,,,,,,,,9.4,16
1079,1,Barbacoa Burrito,9.85,Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce,,,,9.85,2
1079,1,Carnitas Bowl,10.83,Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce,,,,10.83,11
1080,1,Steak Burrito,10.46,Roasted Chili Corn Salsa, Rice, Cheese, Sour Cream, Guacamole, Lettuce,,,,,10.46,39
1080,1,Chicken Burrito,10.1,Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,,,10.1,18
1081,1,Chicken Burrito,10.1,Roasted Chili Corn Salsa, Rice, Pinto Beans, Cheese, Sour Cream, Lettuce,,,,,10.1,18
1081,1,Chips,2.35,None,,,,,,,,,,2.35,23
1081,1,Canned Soft Drink,1.47,Nestea,,,,,,,,,,1.47,10
1082,1,Carnitas Bowl,10.83,Fresh Tomato Salsa, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce,,,10.83,11
1082,1,Steak Bowl,10.73,Fresh Tomato Salsa, Rice, Pinto Beans, Cheese,,,,,,,10.73,38
1082,1,Chicken Burrito,10.1,Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Black Beans, Pinto Beans, Guacamole, Lettuce,,,,10.1,18
1083,1,Chicken Salad Bowl,11.17,Roasted Chili Corn Salsa, Cheese, Lettuce,,,,,,,,11.17,21
1083,2,Chips and Fresh Tomato Salsa,6.57,None,,,,,,,,,,6.57,24
1084,1,Chicken Burrito,10.1,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce,,,,,10.1,18
1084,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1085,1,Steak Soft Tacos,9.75,Fresh Tomato Salsa, Sour Cream,,,,,,,,,9.75,43
1085,1,Carnitas Bowl,10.83,Roasted Chili Corn Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce,,,,,10.83,11
1085,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1086,1,Chicken Burrito,10.1,Tomatillo Green Chili Salsa, Rice, Black Beans, Pinto Beans, Cheese, Guacamole, Lettuce,,,,10.1,18
1086,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1087,1,Chicken Burrito,10.1,Tomatillo Green Chili Salsa, Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce,,,,10.1,18
1087,1,Chicken Bowl,10.13,Roasted Chili Corn Salsa, Rice, Pinto Beans, Cheese, Sour Cream, Lettuce,,,,,10.13,17
1087,1,Chips,2.35,None,,,,,,,,,,2.35,23
1088,1,Steak Salad Bowl,11.85,Fresh Tomato Salsa, Fajita Vegetables, Black Beans, Cheese, Sour Cream, Guacamole,,,,,11.85,42
1088,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Pinto Beans, Cheese, Guacamole,,,,,,,10.13,17
1089,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Rice, Black Beans, Cheese,,,,,,,10.13,17
1089,1,Chips and Tomatillo Red Chili Salsa,3.08,None,,,,,,,,,,3.08,30
1089,1,Bottled Water,1.84,None,,,,,,,,,,1.84,6
1090,1,Chicken Burrito,10.1,Roasted Chili Corn Salsa, Fajita Vegetables, Rice,,,,,,,,10.1,18
1090,2,Chips,4.7,None,,,,,,,,,,4.7,23
1091,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Rice, Cheese, Sour Cream,,,,,,,10.13,17
1091,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Rice, Black Beans, Guacamole, Lettuce,,,,,,10.13,17
1091,1,Barbacoa Bowl,10.22,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,,,,10.22,1
1092,1,Steak Bowl,10.73,Roasted Chili Corn Salsa, Rice, Pinto Beans, Sour Cream, Cheese, Guacamole,,,,,10.73,38
1092,1,Chips,2.35,None,,,,,,,,,,2.35,23
1092,1,Chicken Burrito,10.1,Roasted Chili Corn Salsa, Rice, Pinto Beans, Sour Cream, Cheese, Guacamole,,,,,10.1,18
1093,1,Steak Bowl,10.73,Fresh Tomato Salsa Mild, Rice, Cheese, Sour Cream, Lettuce,,,,,,10.73,38
